 Coarse-grained water

 5439 atoms

 1 atom types

 0.0000000E+00 5.466640  xlo xhi
 0.0000000E+00 5.466640  ylo yhi
 0.0000000E+00 10.93328  zlo zhi

 Masses

 1 18.01540 # CG

 Atoms

1 1 2.125000 5.389000 6.294000 # CG
2 1 4.126000 0.311000 4.500000 # CG
3 1 3.866000 5.490000 2.889000 # CG
4 1 3.961000 5.020000 6.746000 # CG
5 1 2.585000 1.988000 7.575000 # CG
6 1 4.020000 1.433000 4.146000 # CG
7 1 5.276000 1.542000 6.896000 # CG
8 1 3.139000 1.532000 7.927001 # CG
9 1 0.706000 4.267000 3.116000 # CG
10 1 0.986000 5.345000 3.396000 # CG
11 1 4.810000 2.399000 4.268000 # CG
12 1 4.688000 4.382000 6.287000 # CG
13 1 2.752000 2.647000 3.500000 # CG
14 1 2.719000 1.994000 6.985000 # CG
15 1 3.747000 4.355000 6.021000 # CG
16 1 4.698000 1.332000 4.252000 # CG
17 1 1.548000 3.420000 3.933000 # CG
18 1 3.200000 2.420000 7.637000 # CG
19 1 1.093000 3.652000 7.077001 # CG
20 1 3.244000 3.138000 4.204000 # CG
21 1 1.303000 4.668000 7.606000 # CG
22 1 1.308000 0.788000 7.739999 # CG
23 1 3.053000 5.300000 6.600000 # CG
24 1 4.067000 0.453000 6.653000 # CG
25 1 2.875000 4.651000 8.036000 # CG
26 1 1.595000 0.780000 5.080000 # CG
27 1 0.397000 3.163000 6.129000 # CG
28 1 2.260000 2.392000 4.482000 # CG
29 1 3.072000 3.081000 7.864999 # CG
30 1 0.768000 2.664000 4.067000 # CG
31 1 4.358000 5.204000 6.783000 # CG
32 1 1.186000 2.894000 4.849000 # CG
33 1 1.973000 3.918000 7.143000 # CG
34 1 4.978000 4.601000 6.625000 # CG
35 1 0.070000 2.721000 5.276000 # CG
36 1 5.245000 0.199000 6.651000 # CG
37 1 5.051000 0.083000 2.977000 # CG
38 1 4.653000 4.703000 4.915000 # CG
39 1 0.692000 2.778000 5.822000 # CG
40 1 3.405000 2.357000 4.352000 # CG
41 1 5.252000 0.565000 7.797000 # CG
42 1 4.805000 0.010000 6.087000 # CG
43 1 5.297000 1.075000 4.723000 # CG
44 1 2.153000 4.440000 7.672999 # CG
45 1 3.977000 2.631000 5.806000 # CG
46 1 0.122000 0.656000 6.295000 # CG
47 1 2.144000 0.272000 6.956000 # CG
48 1 2.842000 0.970000 4.824000 # CG
49 1 0.668000 3.955000 6.333000 # CG
50 1 0.238000 0.468000 2.862000 # CG
51 1 3.784000 1.421000 5.259000 # CG
52 1 0.788000 3.759000 2.752000 # CG
53 1 3.835000 2.454000 6.099000 # CG
54 1 0.913000 5.435000 4.341000 # CG
55 1 1.754000 1.452000 8.106000 # CG
56 1 4.018000 0.358000 3.680000 # CG
57 1 1.417000 2.028000 3.200000 # CG
58 1 4.708000 4.832000 4.217000 # CG
59 1 1.860000 3.535000 4.091000 # CG
60 1 5.077000 1.566000 5.079000 # CG
61 1 1.088000 1.734000 4.837000 # CG
62 1 5.322000 2.998000 2.996000 # CG
63 1 5.023000 4.592000 7.040000 # CG
64 1 2.481000 2.774000 5.515000 # CG
65 1 2.120000 3.956000 3.440000 # CG
66 1 2.413000 0.647000 3.128000 # CG
67 1 1.848000 5.318000 5.455000 # CG
68 1 4.448000 3.008000 5.106000 # CG
69 1 1.041000 4.959000 5.498000 # CG
70 1 1.950000 2.557000 4.121000 # CG
71 1 4.739000 1.174000 4.507000 # CG
72 1 0.846000 3.597000 2.954000 # CG
73 1 4.251000 2.674000 7.714000 # CG
74 1 2.815000 4.071000 6.969000 # CG
75 1 1.265000 4.933000 7.655000 # CG
76 1 2.191000 1.657000 8.204000 # CG
77 1 2.121000 0.130000 8.000000 # CG
78 1 0.814000 2.380000 6.910000 # CG
79 1 1.418000 4.788000 6.844000 # CG
80 1 4.431000 1.811000 6.340000 # CG
81 1 4.701000 2.646000 3.867000 # CG
82 1 3.575000 1.904000 5.855000 # CG
83 1 0.433000 2.271000 6.631000 # CG
84 1 1.251000 3.583000 5.563000 # CG
85 1 2.161000 3.866000 5.903000 # CG
86 1 3.788000 2.088000 5.336000 # CG
87 1 4.173000 2.440000 3.380000 # CG
88 1 0.207000 0.467000 3.136000 # CG
89 1 0.347000 0.833000 6.533999 # CG
90 1 0.274000 3.284000 3.986000 # CG
91 1 4.476000 3.938000 7.404000 # CG
92 1 4.158000 0.940000 2.793000 # CG
93 1 5.465000 2.826000 6.584001 # CG
94 1 3.335000 3.488000 7.526999 # CG
95 1 0.474000 3.632000 6.063000 # CG
96 1 1.650000 0.594000 5.541000 # CG
97 1 2.700000 4.520000 2.738000 # CG
98 1 1.233000 3.301000 5.857000 # CG
99 1 3.096000 1.835000 7.183000 # CG
100 1 5.257000 4.038000 7.388000 # CG
101 1 1.697000 3.781000 7.728000 # CG
102 1 4.638000 2.274000 3.500000 # CG
103 1 3.884000 4.095000 3.679000 # CG
104 1 0.682000 5.179000 4.049000 # CG
105 1 3.014000 4.345000 5.621000 # CG
106 1 5.299000 1.618000 4.598000 # CG
107 1 4.714000 2.458000 4.790000 # CG
108 1 0.108000 3.865000 7.992000 # CG
109 1 2.138000 3.245000 7.066000 # CG
110 1 4.871000 2.734000 3.525000 # CG
111 1 1.934000 4.471000 4.455000 # CG
112 1 1.078000 3.073000 8.117000 # CG
113 1 2.319000 0.355000 4.887000 # CG
114 1 4.588000 0.188000 2.867000 # CG
115 1 0.274000 3.615000 4.708000 # CG
116 1 0.155000 3.212000 3.087000 # CG
117 1 0.122000 0.149000 6.015000 # CG
118 1 2.462000 5.427000 2.978000 # CG
119 1 1.743000 1.135000 6.181000 # CG
120 1 1.988000 2.582000 5.424000 # CG
121 1 4.536000 3.288000 8.076000 # CG
122 1 0.552000 5.456000 7.619000 # CG
123 1 5.031000 4.369000 6.207000 # CG
124 1 4.225000 3.253000 2.817000 # CG
125 1 4.026000 1.508000 6.177000 # CG
126 1 3.476000 3.087000 3.590000 # CG
127 1 1.576000 0.931000 3.227000 # CG
128 1 4.722000 2.608000 5.722000 # CG
129 1 5.392000 5.265000 5.207000 # CG
130 1 2.522000 0.001000 7.776999 # CG
131 1 1.586000 5.111000 6.614999 # CG
132 1 0.784000 3.764000 6.508000 # CG
133 1 2.633000 3.809000 5.871000 # CG
134 1 3.414000 0.672000 2.814000 # CG
135 1 4.643000 3.805000 5.050000 # CG
136 1 2.983000 0.313000 6.294000 # CG
137 1 2.609000 5.351000 3.655000 # CG
138 1 0.785000 2.856000 5.604000 # CG
139 1 2.229000 0.208000 3.365000 # CG
140 1 0.832000 3.186000 4.395000 # CG
141 1 1.586000 2.797000 4.439000 # CG
142 1 4.573000 1.812000 4.084000 # CG
143 1 4.560000 1.085000 7.675000 # CG
144 1 3.461000 5.126000 2.945000 # CG
145 1 0.034000 3.368000 5.275000 # CG
146 1 1.854000 0.425000 6.835000 # CG
147 1 0.138000 2.543000 3.863000 # CG
148 1 0.751000 4.839000 6.842000 # CG
149 1 2.614000 3.693000 7.620000 # CG
150 1 2.062000 3.438000 3.155000 # CG
151 1 5.447000 0.835000 7.130000 # CG
152 1 0.814000 0.655000 6.048000 # CG
153 1 1.347000 0.309000 6.913001 # CG
154 1 4.690000 0.697000 6.461999 # CG
155 1 3.603000 0.443000 7.642000 # CG
156 1 1.928000 3.430000 4.651000 # CG
157 1 5.162000 3.813000 5.858000 # CG
158 1 0.944000 4.768000 7.110000 # CG
159 1 1.080000 3.058000 7.264000 # CG
160 1 3.356000 4.521000 3.541000 # CG
161 1 3.025000 2.106000 3.043000 # CG
162 1 3.563000 1.549000 5.170000 # CG
163 1 0.504000 1.343000 7.118000 # CG
164 1 3.901000 1.209000 7.926000 # CG
165 1 0.817000 0.790000 6.640000 # CG
166 1 2.360000 1.725000 6.889000 # CG
167 1 4.248000 4.989000 7.459001 # CG
168 1 2.782000 3.433000 5.891000 # CG
169 1 4.979000 3.148000 4.311000 # CG
170 1 1.456000 0.231000 5.853000 # CG
171 1 2.402000 3.015000 3.284000 # CG
172 1 5.393000 2.835000 4.935000 # CG
173 1 2.274000 2.240000 5.814000 # CG
174 1 2.245000 2.835000 6.665000 # CG
175 1 0.869000 4.236000 5.657000 # CG
176 1 3.822000 1.962000 6.438001 # CG
177 1 2.075000 5.261000 4.987000 # CG
178 1 0.060000 2.451000 7.358000 # CG
179 1 5.315000 4.020000 4.127000 # CG
180 1 1.374000 0.445000 2.719000 # CG
181 1 0.777000 4.365000 7.665999 # CG
182 1 4.500000 4.813000 4.374000 # CG
183 1 1.280000 3.323000 8.112000 # CG
184 1 0.073000 5.342000 6.597000 # CG
185 1 2.155000 2.170000 5.375000 # CG
186 1 2.380000 0.891000 2.700000 # CG
187 1 3.672000 2.995000 7.070001 # CG
188 1 1.643000 2.997000 7.106000 # CG
189 1 0.450000 3.778000 6.954000 # CG
190 1 3.693000 2.657000 7.342000 # CG
191 1 0.771000 0.871000 5.662000 # CG
192 1 3.183000 2.472000 4.198000 # CG
193 1 4.945000 4.636000 4.326000 # CG
194 1 1.201000 1.638000 4.605000 # CG
195 1 3.344000 3.585000 7.274001 # CG
196 1 1.972000 1.780000 3.741000 # CG
197 1 5.233000 3.451000 3.739000 # CG
198 1 2.683000 5.386000 6.533000 # CG
199 1 3.807000 0.121000 3.226000 # CG
200 1 4.427000 3.883000 6.739999 # CG
201 1 4.168000 3.227000 5.175000 # CG
202 1 4.544000 2.413000 7.236000 # CG
203 1 2.639000 0.779000 5.786000 # CG
204 1 0.672000 3.944000 4.038000 # CG
205 1 0.546000 3.710000 3.159000 # CG
206 1 2.556000 5.329000 3.928000 # CG
207 1 3.666000 5.441000 7.051000 # CG
208 1 3.058000 3.942000 5.928000 # CG
209 1 2.680000 3.230000 3.309000 # CG
210 1 1.058000 3.451000 7.266000 # CG
211 1 3.843000 4.700000 5.806000 # CG
212 1 1.969000 0.474000 5.086000 # CG
213 1 2.277000 4.640000 6.654000 # CG
214 1 1.759000 0.745000 2.763000 # CG
215 1 0.867000 0.925000 3.074000 # CG
216 1 0.284000 3.637000 5.672000 # CG
217 1 0.263000 3.631000 7.071000 # CG
218 1 5.412000 1.585000 7.686000 # CG
219 1 2.073000 5.440000 2.756000 # CG
220 1 2.508000 1.384000 8.063000 # CG
221 1 4.137000 5.174000 7.258000 # CG
222 1 3.454000 0.356000 6.058000 # CG
223 1 1.878000 0.671000 6.957000 # CG
224 1 2.096000 0.375000 5.287000 # CG
225 1 3.374000 1.306000 5.028000 # CG
226 1 0.766000 2.749000 4.343000 # CG
227 1 0.652000 3.912000 5.501000 # CG
228 1 1.804000 5.287000 4.784000 # CG
229 1 5.303000 3.765000 6.966001 # CG
230 1 3.871000 2.802000 6.446000 # CG
231 1 1.911000 4.380000 7.038001 # CG
232 1 5.367000 4.250000 6.682000 # CG
233 1 1.122000 2.060000 6.258000 # CG
234 1 0.656000 3.605000 5.366000 # CG
235 1 3.316000 4.236000 6.481000 # CG
236 1 3.400000 4.961000 5.943000 # CG
237 1 4.440000 1.261000 4.937000 # CG
238 1 1.551000 2.707000 5.309000 # CG
239 1 1.952000 2.669000 4.466000 # CG
240 1 4.926000 0.991000 3.976000 # CG
241 1 1.234000 5.168000 3.952000 # CG
242 1 2.896000 2.718000 4.431000 # CG
243 1 4.302000 4.436000 5.140000 # CG
244 1 2.533000 2.699000 7.394000 # CG
245 1 1.763000 3.038000 3.904000 # CG
246 1 1.419000 2.475000 2.844000 # CG
247 1 1.074000 0.248000 6.119000 # CG
248 1 4.294000 2.468000 3.634000 # CG
249 1 1.232000 2.116000 7.647000 # CG
250 1 2.115000 1.546000 5.338000 # CG
251 1 3.041000 0.787000 3.921000 # CG
252 1 4.389000 0.457000 4.374000 # CG
253 1 3.736000 2.632000 3.800000 # CG
254 1 3.842000 1.679000 3.603000 # CG
255 1 1.022000 2.207000 6.497000 # CG
256 1 1.834000 4.903000 8.047000 # CG
257 1 2.305000 4.125000 4.286000 # CG
258 1 0.265000 0.831000 4.840000 # CG
259 1 2.807000 4.964000 7.289000 # CG
260 1 2.664000 3.363000 4.879000 # CG
261 1 1.540000 2.590000 5.627000 # CG
262 1 4.596000 2.264000 8.124000 # CG
263 1 1.136000 2.682000 3.367000 # CG
264 1 4.341000 0.350000 7.764000 # CG
265 1 2.007000 1.344000 7.543000 # CG
266 1 1.536000 5.019000 3.114000 # CG
267 1 0.146000 1.170000 8.068000 # CG
268 1 1.129000 0.328000 7.697000 # CG
269 1 0.699000 0.155000 5.197000 # CG
270 1 5.100000 4.599000 4.725000 # CG
271 1 4.337000 4.467000 7.083000 # CG
272 1 2.527000 4.706000 6.775000 # CG
273 1 4.815000 1.282000 8.046000 # CG
274 1 4.164000 2.486000 5.508000 # CG
275 1 3.826000 4.715000 4.514000 # CG
276 1 0.316000 3.944000 6.593000 # CG
277 1 4.686000 0.821000 4.179000 # CG
278 1 3.956000 2.598000 5.242000 # CG
279 1 4.728000 0.846000 2.796000 # CG
280 1 4.359000 3.115000 3.095000 # CG
281 1 2.094000 2.818000 7.401000 # CG
282 1 0.984000 3.427000 6.558000 # CG
283 1 2.007000 3.466000 5.452000 # CG
284 1 3.480000 0.315000 7.208000 # CG
285 1 0.766000 5.284000 5.374000 # CG
286 1 0.114000 0.357000 8.110000 # CG
287 1 1.597000 0.513000 7.302001 # CG
288 1 4.962000 0.681000 3.310000 # CG
289 1 1.748000 0.231000 7.939000 # CG
290 1 2.068000 4.220000 3.482000 # CG
291 1 2.703000 1.730000 2.763000 # CG
292 1 0.345000 2.805000 6.940000 # CG
293 1 0.479000 1.029000 3.377000 # CG
294 1 1.248000 0.976000 5.543000 # CG
295 1 0.239000 5.050000 7.942000 # CG
296 1 2.305000 4.141000 5.571000 # CG
297 1 2.331000 4.286000 5.932000 # CG
298 1 2.361000 2.244000 6.456000 # CG
299 1 1.588000 2.068000 5.585000 # CG
